,_corrupt_record,asin,brand,categories,description,imUrl,price,related,salesRank,title
56,,0000174076,,[['Books']],,http://ecx.images-amazon.com/images/I/31%2BHg%2Bum5uL.jpg,53.55,"Row(also_bought=['0195335325', '1605477087', '0131757288', '1936523175', '159158700X', '1433805618', '1936523035', '1936523000', '141299098X', '080362235X', '0323067506', '1452226105', 'B008UBD6DO', '1936523124', '1936523027', '0890425558', '1593850204', '1884585884', '1567933769', '0131367390', '0137071302', '1452203407', '1412979595', '1118022025', '0558686435', '0205332927', '1412977983', '1585623857', '0078112656', '0205797253', '0495812412', '0132851024', '1412980445', '1111346550', '143380557X', '0387289860', '1412995302', '0618481109', '0323065848', '084235252X', 'B006W7OYCU', '1598849751', '1412954614', '0978718682', '0838910521', '0749459522', '1597526614', '0805816178', '0786433671', '1591586003', '1609186508', '1563249588', '155570672X'], also_viewed=None, bought_together=None, buy_after_viewing=['1936523027', '0195335325', '0131757288', '1936523000'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=1190078, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Evaluating Research in Academic Journals - A Practical Guide to Realistic Evaluation (5th Fifth Edition) - By Fred Pyrczak
57,,0001056107,,[['Books']],'A fabulous tale of the days when giants and dragons walked the kingdom' Sunday Times,http://ecx.images-amazon.com/images/I/51SC9FWR8RL.jpg,,"Row(also_bought=None, also_viewed=['0345518845', '0345357116', '0618009361', '0547154119', '0375823735', '0345466454', '0618056998', '0345466462', '0345336062', '0618126996'], bought_together=None, buy_after_viewing=None)","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=12617688, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Farmer Giles of Ham: And Other Stories
58,,0000000116,,[['Books']],,http://ecx.images-amazon.com/images/I/51Rbg%2BCYkIL.jpg,,"Row(also_bought=None, also_viewed=['B005U9T66K', 'B00602O7PG', 'B00HFXLAZE', 'B00I89T5J2', 'B00B15OO3C', 'B008PPP7LO', 'B00ANI0LZI'], bought_together=None, buy_after_viewing=None)","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=10790794, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Georgina Goodman Nelson Womens Size 8.5 Purple Regular Suede Platforms Shoes
59,,0000013714,,[['Books']],,http://ecx.images-amazon.com/images/I/51M1p2doKXL.jpg,8.09,"Row(also_bought=['0005080789', '0005476798', '0005476216', '0005064341', '0005235073', '1883206561', '0006180116', '0005064295', '0871482215', 'B005HWXXCI', '0006458718', '9990810397', 'B001U5LQG6', '0894770004', '0002877813', '0005448506', '0005064309', '0834193345', 'B007ZJE5OG'], also_viewed=None, bought_together=['0005080789', '0005476798'], buy_after_viewing=['0006180116', '0005080789', 'B005HWXXCI', '0871482215'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=64393, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Heavenly Highway Hymns: Shaped-Note Hymnal
60,,0001380877,,[['Books']],,,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=7193309, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Best Christmas Book Ever
61,,0001486632,,[['Books']],,http://ecx.images-amazon.com/images/I/61aFyTenvgL._SL500_.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=10766316, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",New England Christmas
62,,0001484648,,[['Books']],,http://ecx.images-amazon.com/images/I/51SNaJTxgvL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=8563495, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",All rapped up: An inside look at the rap/dance music scene : video study guide
63,,0001057146,,[['Books']],,http://ecx.images-amazon.com/images/I/41SGKNED4QL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=11957535, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",More Classic Connolly
64,,0001360183,,[['Books']],,http://ecx.images-amazon.com/images/I/51J29R9ZAJL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=6169540, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Foxy Plays Hide and Seek
65,"{'asin': '0000143588', 'categories': [['Movies & TV', 'Movies']], 'description': 'Barefoot Contessa Volume 2: On these three discs, ""Brunch N Lunch"", ""Picnic Parties"", and ""Summer Entertaining"", Ina shows you the ins and outs of casual yet elegant entertaining. Learn to prepare scrumptious dishes for all occasions, from birthday parties and picnics to beach parties and brunch gatherings at home. Recipes include Endive and Avocado Salad, Meringues with Cassis and Raspberries, Affogato, Caesar Salad with Pancetta, Pissaladiere, Lemon Cake, Marmalade Butter, Potato Basil Frittata, Cheddar Corn Chowder, and many more delicious offerings....210 minutes run time', 'title': ""Barefoot Contessa (with Ina Garten), Entertaining With Ina Vol. 2 (3 Pack): Brunch 'n' Lunch, Picnic Parties, Summer Entertaining"", 'price': 9.15, 'salesRank': {'Movies & TV': 309405}, 'imUrl': 'http://ecx.images-amazon.com/images/I/51-qpMfgseL._SY300_.jpg', 'related': {'also_viewed': ['B002VJVD3Q', 'B006EIZPVG', 'B009UY3W8O', 'B009UYE8NM', 'B0062NAWJS', 'B002I5GNW4'], 'buy_after_viewing': ['B002VJVD3Q', 'B006EIZPVG', 'B0017DHKHA']}}",,,,,,,,,
66,,0001517791,,"[['Movies & TV', 'Movies']]",Praise Aerobics - A low-intensity/high-intesity low impact aerobic workout.,http://ecx.images-amazon.com/images/I/51T8Q9BG42L._SY300_.jpg,,"Row(also_bought=None, also_viewed=['B000EK77AM', 'B00I6MQJFE'], bought_together=None, buy_after_viewing=None)","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=None, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=557724, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Praise Aerobics [VHS]
67,,0001056530,,[['Books']],'Archer has a gift for plot that can only be described as genius' Daily Telegraph,http://ecx.images-amazon.com/images/I/51A4zWHY4QL.jpg,11.18,"Row(also_bought=None, also_viewed=None, bought_together=None, buy_after_viewing=['B0046LUGJO', '0312937717'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=12033348, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Grass Is Always Greener and Other Stories
68,,000077135X,,[['Books']],,http://ecx.images-amazon.com/images/I/A1JR4vuuVuL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=4987146, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)","Bloomberg Businessweek Magazine (April 1, 2013 - April 7, 2013) Samsung's Secret"
69,,0001006002,,[['Books']],,http://ecx.images-amazon.com/images/I/51ZGRV5J5QL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=14110702, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Rescue Party
70,,0001632108,,[['Books']],,http://ecx.images-amazon.com/images/I/41I51DIkA5L.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=7799584, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Pixie Tales
71,,0001436163,,[['Books']],,http://ecx.images-amazon.com/images/I/21WbLCEAWwL.jpg,41.81,"Row(also_bought=None, also_viewed=None, bought_together=None, buy_after_viewing=['B004J0FKO8', '0805485554', '0784725292', '080548552X'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=2912110, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Polished Communion Tray
72,"{'asin': '0001006657', 'categories': [['Books']], 'description': 'PreS?A humorous look at manners that\'s sure to appeal to preschoolers. The book opens as the Little Princess screams, ""I want my dinner!"" The picture of her red-faced temper tantrum, complete with silverware flying through the air, shows more than the text reveals. Next, she demands her potty (while squeezing toothpaste all over the cat). Finally, she remembers to say the magic word when she requests her teddy bear. Then, on a walk, she encounters a big, red-nosed blue Beastie. He pitches a fit about wanting his dinner, and the Little Princess tells him to say please. The smiling, yellow-crowned child reminds him to say thank you, too. The simple text combined with exuberant, colorful watercolors show Ross at his best. Any child who has been reminded to be courteous will appreciate the cheerful, comical illustrations.?Janet M. Bair, Trumbull Library, CTCopyright 1996 Reed Business Information, Inc.--This text refers to an out of print or unavailable edition of this title.', 'title': 'I Want My Dinner', 'price': 7.99, 'salesRank': {'Books': 12568876}, 'imUrl': 'http://ecx.images-amazon.com/images/I/510AQCZVBGL.jpg', 'related': {'buy_after_viewing': ['1933605162', 'B00D9U1JJE']}}",,,,,,,,,
73,,0001527665,,"[['Movies & TV', 'Movies']]",,http://ecx.images-amazon.com/images/I/51RTA77RZXL._SY300_.jpg,9.98,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=None, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=734524, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Peace Child [VHS]
74,,0001713086,,[['Books']],,http://ecx.images-amazon.com/images/I/51FM1XYWQVL.jpg,8.96,"Row(also_bought=['1880507013', '0394816269', '1880507730', '1930332432', '0394815424', '1933032413', '1880507056', '1930332831', '1930332351', '1933032251', '1933032073'], also_viewed=None, bought_together=None, buy_after_viewing=['1880507013', '1930332831', '1930332432', '0375823611'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=2113933, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Dr. Seuss ABC (Dr.Seuss Classic Collection) (Spanish Edition)
75,,0001361155,,[['Books']],,http://ecx.images-amazon.com/images/I/51ZTHY6ENTL.jpg,,"Row(also_bought=['0007167016', '026167238X', '0261672347', 'B002OVED5Q', '1841355267', '0001982419', '0261672401', '0340893656', 'B001KP2YBW', '0007310498', '0603564860', '0001982389', '0340893648', '0261672479', '1841354589', 'B001KQS3VG', '0603560733', '1405248483', '0603560741', '0261672517', 'B002RAUTAM', '0375839429', '0603568122', '0361085966', '0361004575', '0747532257', '0747532265', '0007210698', '0261672533', '1575846837', 'B000G7P8PE', '0603032818', '0361004230', '0525467262', '0261672436', '030717025X', '0261672509', '0261672371', '0261672487', '1575846845', '0361071752', '026167255X', 'B001D475FU', '1841355291'], also_viewed=None, bought_together=None, buy_after_viewing=['0603564860', 'B002OVED5Q', '0007167016', '0261672401'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=493419, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Noddy Story Book Treasury
76,,000171287X,,[['Books']],"By Stan Berenstain and Jan Berenstain, Illustrated by Stan Berenstain and Jan Berenstain",http://ecx.images-amazon.com/images/I/31hjUxZugDL.jpg,3.13,"Row(also_bought=['0679887059', '0394823249', '0394811429', '0394810767', '039482492X', '0394823958', '067988632X', '0679888349', '0394822862', '0394806697', '0394839102', '0394800176', '0394824903', '0307021106', '039480029X', '0394829131', 'B00000IZQX', '0394800168', '0394800303', '0394809378', '039480077X', '0394831292', 'B001BKYT8W', '0394827198'], also_viewed=None, bought_together=None, buy_after_viewing=['0394823249', '0679887059', '039482492X', '0679890483'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=576826, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Berenstains' B Book (Bright &amp; Early Books)
77,,0001472933,,[['Books']],,http://ecx.images-amazon.com/images/I/414KH1FPH9L.jpg,26.55,"Row(also_bought=['1475009771', '160386489X', '1614271046', '1603864830', '0766177467', '1596053003', '1483964140', 'B000GGTK2M', '1614270074', 'B000ALVEHM', '1169298273', '1475009976', '1162886951', '1162851813', '0310308909', '0736906452', '0884193608', '1169723578', 'B000872ZB2', '1616403756', '1456306561', '1602067678', 'B001V4MSAY', '031026510X', 'B005L4J8ZI', '1452868565', '1605200638', '143825346X', '1169752330', '1617952141', '0736937781', '1169770673', '1480102768', 'B0015NVDSO', '1468193856', 'B0073W7PSS', '0802434347', '0985604522', '0736901388', '1439297703', '1450583822', '1414353731', '1892112620', '0785250506', '0977102181', '0825420903', '1438266758', '1161540601', '0802490514'], also_viewed=None, bought_together=None, buy_after_viewing=['160386489X', '1614271046', '1475009771', '1603864830'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=170629, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Book of Daniel
78,,000171130X,,[['Books']],"Illus. in full color. The adventures of Dr. Dolittle, the veterinarian who can talk to his patients, have been charming children the world over since 1920. This edition offers the only text especially adapted for beginning readers.&#160;&#160;--This text refers to an out of print or unavailable edition of this title.",http://ecx.images-amazon.com/images/I/51Q7XxU5OBL.jpg,3.6,"Row(also_bought=None, also_viewed=['0486293505', '0440400023', 'B000UPBYVO', '0394826876'], bought_together=None, buy_after_viewing=['0486293505'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=9031863, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",The Travels of Doctor Dolittle (Beginner Series)
79,,0001837192,,[['Books']],,http://ecx.images-amazon.com/images/I/913JcEhB6wL.jpg,,,"Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=5555643, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",Pieter Brueghel's The fair: Story
80,,0001361139,,[['Books']],,http://ecx.images-amazon.com/images/I/517N5AQ9E7L.jpg,,"Row(also_bought=None, also_viewed=['0694010421', 'B001D3W7NG', 'B001I0ILO8', 'B000KVD78Q', 'B004LW5YZ4', 'B001FAFO3W'], bought_together=None, buy_after_viewing=['0694010421'])","Row(Appliances=None, Arts, Crafts & Sewing=None, Automotive=None, Baby=None, Beauty=None, Books=2009724, Camera &amp; Photo=None, Cell Phones & Accessories=None, Clothing=None, Computers & Accessories=None, Electronics=None, Gift Cards Store=None, Grocery & Gourmet Food=None, Health & Personal Care=None, Home &amp; Kitchen=None, Home Improvement=None, Industrial & Scientific=None, Jewelry=None, Kitchen & Dining=None, Magazines=None, Movies & TV=None, Music=None, Musical Instruments=None, Office Products=None, Patio, Lawn & Garden=None, Pet Supplies=None, Prime Pantry=None, Shoes=None, Software=None, Sports &amp; Outdoors=None, Toys & Games=None, Video Games=None, Watches=None)",My Anastasia Storybook (Anastasia)
81,"{'asin': '000100039X', 'categories': [['Books']], 'description': 'In a distant, timeless place, a mysterious prophet walks the sands. At the moment of his departure, he wishes to offer the people gifts but possesses nothing. The people gather round, each asks a question of the heart, and the man\'s wisdom is his gift. It is Gibran\'s gift to us, as well, for Gibran\'s prophet is rivaled in his wisdom only by the founders of the world\'s great religions. On the most basic topics--marriage, children, friendship, work, pleasure--his words have a power and lucidity that in another era would surely have provoked the description ""divinely inspired."" Free of dogma, free of power structures and metaphysics, consider these poetic, moving aphorisms a 20th-century supplement to all sacred traditions--as millions of other readers already have.--Brian Bruya--This text refers to theHardcoveredition.', 'title': 'The Prophet', 'price': 3.99, 'salesRank': {'Books': 587803}, 'imUrl': 'http://ecx.images-amazon.com/images/I/81ZKLPivYUL.jpg', 'related': {'also_bought': ['1851686274', '0785830618', '014019553X', '1888375000', '1555916910', '0061122416', '0893891517', '0307267075', '0520272986', '0887272991', '0684870002', '0679757899', '0887306314', '0062509594', '1557421501', '1851689451', '1878424319', '0802130860', '0806509163', '1909735221', '0553208845', '0156329301', '185168557X', 'B000U335L8', '1492207829', '0446675156', '1851685731', '0060527986', '1607432390', '0517543052', '0061687456', '1591799422', '0140195548', '1602062447', '006251475X', '0743278909', 'B004S0ZKJO', '1570627428', '0553382233', '0375413316', '0060589280', '1878424424', '0805210318', '0307744574', '0345805054', '1603864784', '0806516526', '0553378384', '0446671002', '1481863223', '0486475891', '1577314808', '0486411346', '0060812451', '1878424114', '0806500220', '0671732463', '0385469012', '1585092479', '1162921099', '0061735183', '0452289963', '1573229377', '1585426253', '0486437876', '0143115413', '0061124265', '0060750502', '0393960129', '0061116718', '014312417X', '0060916095', '0811218511', '0553279726', '048626467X', 'B00F99USGI', '0060839872', '1878424610', '0446674575', '1605296481', '0671600419', '039592720X', '0440351839', '1434440613', '0924486848', '1603864806', '1571746897', '147675540X', '1897238452', '0486275507', '0060883286', '0802141323', '0553351397', '0307741206', '0679723005', '0062508342', '1401308589', '0156528207', '0060648791'], 'bought_together': ['0061122416', '1878424319'], 'buy_after_viewing': ['1851689451', 'B004S0ZKJO', '1909735221', '0785830618']}}",,,,,,,,,
